,colony,treatment,date,beeframe,side,filename,week,exp_date,ncombs,centX,centY,rmaxid,rmaxpos,rmax,width,cmaxid,cmaxpos,cmax,height,aspecthw,perim,area,perarea,centX2,centY2,rmaxid2,rmaxpos2,rmax2,width2,cmaxid2,cmaxpos2,cmax2,height2,aspecthw2,perim2,area2,perarea2,areagrowth,area2growth,QR,position,invert_frame,bees,bees_sum,comb_sq,comb_sum,comb_cm2,core_position,frame_unique,bees_onframe,bees_sum_perweek,first_comb_frame,bees_percombcm2,combcm2_perbee,nframes_with_comb,comb_birthday,comb_age,comb_sum_perweek,avg_comb_perframe,comb_prop_ttl,birthday_nestsize,nestarea_seasontotal,prop_area_seasontotal,comb_growth,combcm2_growth,comb_growth_prop,combcm2_lastweek,emptyspace_onframe,framesfromfirst,initial_region,comb_cm2_neibL,comb_cm2_neibR,comb_cm2_neib_avg,bees_neibL,bees_neibR,bees_neib_avg,n_comb_neibs,2_comb_neibs,bi_2_comb_neibs,nest_edge,nest_edge_triplet,last_pos,next_pos,last_neibR,last_neibR_combcm2,last_neibL,last_neibL_combcm2,last_neibBigger_comb,last_neibSmaller_comb,last_neib_combavg,this_neibR,this_neibR_combcm2,this_neibL,this_neibL_combcm2,this_neibBigger_comb,this_neibSmaller_comb,this_neib_combavg,neighborhood_change,next_neibR,next_neibR_combcm2,next_neibL,next_neibL_combcm2,next_neibBigger_comb,next_neibSmaller_comb,next_neib_combavg,days_since_last_insp,nestheight,nestheight2,nestheightperc,nestwidth,nestwidth2,nestwidthperc,frameaspecthw,nestaspecthw,nestdepth,nestdepthperc,nestarea,nestarea2,nestareaperc,nestareagrowth,nestarea2growth,nestcentX,nestcentX2,nestcentY,nestcentY2,rmaxsum,nestcentZprep,Zweight,nestcentZ,initialN,initialE,initialQ,initialQl
741,DD4,DD,20210502,2.0,a,DSC_1039.JPG,4,28,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,y,2,n,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,6300.0,10.0,0.0,0.0,6.0,43.0,0.0,3562.5,593.75,0.0,5787.5,7275.0,0.4896907216494845,0.0,0.0,0.0,0.0,850.0,8.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0,0.0,0,2.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,19.75698587127159,,0.9684796995721368,43.03233908948195,,0.9984301412872842,,0.4994271649684192,6.0,0.6,3677.652941747646,0.0,0.4182763456789552,721.7352467290509,0.0,287.0,0.0,124.66666666666667,,3345.0,,,7.799402092675635,0.0,1.0,3.0,SE
742,DD4,DD,20210502,2.0,b,DSC_1040.JPG,4,28,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,y,2,n,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,6300.0,10.0,0.0,0.0,6.0,43.0,0.0,3562.5,593.75,0.0,5787.5,7275.0,0.4896907216494845,0.0,0.0,0.0,0.0,850.0,8.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0,0.0,0,2.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,19.75698587127159,,0.9684796995721368,43.03233908948195,,0.9984301412872842,,0.4994271649684192,6.0,0.6,3677.652941747646,0.0,0.4182763456789552,721.7352467290509,0.0,287.0,0.0,124.66666666666667,,3345.0,,,7.799402092675635,0.0,1.0,3.0,SE
743,DD4,DD,20210502,3.0,a,DSC_1041.JPG,4,28,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,y,3,n,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,6300.0,10.0,0.0,0.0,6.0,28.0,0.0,3562.5,593.75,0.0,3562.5,7275.0,0.4896907216494845,0.0,0.0,0.0,0.0,850.0,7.0,3,0.0,0.0,0.0,0.0,100.0,50.0,0.0,No,0,0.0,0,3.0,3.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,19.75698587127159,,0.9684796995721368,43.03233908948195,,0.9984301412872842,,0.4994271649684192,6.0,0.6,3677.652941747646,0.0,0.4182763456789552,721.7352467290509,0.0,287.0,0.0,124.66666666666667,,3345.0,,,7.799402092675635,0.0,1.0,3.0,SE
744,DD4,DD,20210502,3.0,b,DSC_1042.JPG,4,28,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,y,3,n,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,6300.0,10.0,0.0,0.0,6.0,28.0,0.0,3562.5,593.75,0.0,3562.5,7275.0,0.4896907216494845,0.0,0.0,0.0,0.0,850.0,7.0,3,0.0,0.0,0.0,0.0,100.0,50.0,0.0,No,0,0.0,0,3.0,3.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,19.75698587127159,,0.9684796995721368,43.03233908948195,,0.9984301412872842,,0.4994271649684192,6.0,0.6,3677.652941747646,0.0,0.4182763456789552,721.7352467290509,0.0,287.0,0.0,124.66666666666667,,3345.0,,,7.799402092675635,0.0,1.0,3.0,SE
745,DD4,DD,20210502,4.0,a,DSC_1044.JPG,4,28,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,y,4,n,1.0,0.0,0.0,0.0,0.0,0.0,73.0,100.0,6300.0,10.0,0.0,0.0,6.0,28.0,0.0,3562.5,593.75,0.0,3562.5,7275.0,0.4896907216494845,0.0,0.0,0.0,0.0,850.0,6.0,3,0.0,175.0,87.5,0.0,400.0,200.0,1.0,No,0,0.0,1,4.0,4.0,5.0,175.0,3.0,0.0,175.0,0.0,87.5,5.0,175.0,3.0,0.0,175.0,0.0,87.5,0.0,5.0,175.0,3.0,0.0,175.0,0.0,87.5,6.0,19.75698587127159,,0.9684796995721368,43.03233908948195,,0.9984301412872842,,0.4994271649684192,6.0,0.6,3677.652941747646,0.0,0.4182763456789552,721.7352467290509,0.0,287.0,0.0,124.66666666666667,,3345.0,,,7.799402092675635,0.0,1.0,3.0,SE
746,DD4,DD,20210502,4.0,b,DSC_1043.JPG,4,28,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,y,4,n,1.0,0.0,0.0,0.0,0.0,0.0,73.0,100.0,6300.0,10.0,0.0,0.0,6.0,28.0,0.0,3562.5,593.75,0.0,3562.5,7275.0,0.4896907216494845,0.0,0.0,0.0,0.0,850.0,6.0,3,0.0,175.0,87.5,0.0,400.0,200.0,1.0,No,0,0.0,1,4.0,4.0,5.0,175.0,3.0,0.0,175.0,0.0,87.5,5.0,175.0,3.0,0.0,175.0,0.0,87.5,0.0,5.0,175.0,3.0,0.0,175.0,0.0,87.5,6.0,19.75698587127159,,0.9684796995721368,43.03233908948195,,0.9984301412872842,,0.4994271649684192,6.0,0.6,3677.652941747646,0.0,0.4182763456789552,721.7352467290509,0.0,287.0,0.0,124.66666666666667,,3345.0,,,7.799402092675635,0.0,1.0,3.0,SE
747,DD4,DD,20210502,5.0,a,DSC_1045.JPG,4,28,1.0,254.0,84.0,54.0,3.653689167974883,282.0,19.080376766091053,228.0,15.426687598116171,179.0,12.111302982731555,0.6347517730496454,56.3236947177905,194.07968164152518,0.29020912566119705,,,,,,,,,,,,,0.0,,16.215271792571656,0.0,y,5,n,4.0,0.0,7.0,0.0,175.0,0.0,74.0,400.0,6300.0,10.0,228.57142857142856,0.004375,6.0,8.0,20.0,3562.5,593.75,0.0019649122807017,1300.0,7275.0,0.4896907216494845,1.0,25.0,0.1666666666666666,150.0,675.0,5.0,3,0.0,525.0,262.5,100.0,800.0,450.0,1.0,No,0,1.0,1,5.0,5.0,6.0,525.0,4.0,0.0,525.0,0.0,262.5,6.0,525.0,4.0,0.0,525.0,0.0,262.5,0.0,6.0,525.0,4.0,0.0,525.0,0.0,262.5,6.0,19.75698587127159,,0.9684796995721368,43.03233908948195,,0.9984301412872842,0.6347517730496454,0.4994271649684192,6.0,0.6,3677.652941747646,0.0,0.4182763456789552,721.7352467290509,0.0,287.0,0.0,124.66666666666667,,3345.0,5.0,0.42152466367713004,7.799402092675635,0.0,1.0,3.0,SE
748,DD4,DD,20210502,5.0,b,DSC_1046.JPG,4,28,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,y,5,n,4.0,0.0,7.0,0.0,175.0,0.0,74.0,400.0,6300.0,10.0,228.57142857142856,0.004375,6.0,8.0,20.0,3562.5,593.75,0.0019649122807017,1300.0,7275.0,0.4896907216494845,1.0,25.0,0.1666666666666666,150.0,675.0,5.0,3,0.0,525.0,262.5,100.0,800.0,450.0,1.0,No,0,1.0,1,5.0,5.0,6.0,525.0,4.0,0.0,525.0,0.0,262.5,6.0,525.0,4.0,0.0,525.0,0.0,262.5,0.0,6.0,525.0,4.0,0.0,525.0,0.0,262.5,6.0,19.75698587127159,,0.9684796995721368,43.03233908948195,,0.9984301412872842,,0.4994271649684192,6.0,0.6,3677.652941747646,0.0,0.4182763456789552,721.7352467290509,0.0,287.0,0.0,124.66666666666667,,3345.0,,,7.799402092675635,0.0,1.0,3.0,SE
749,DD4,DD,20210502,6.0,a,DSC_1055.JPG,4,28,1.0,279.0,122.0,57.0,3.8566718995290428,563.0,38.093092621664056,305.0,20.636577708006282,287.0,19.418681318681323,0.5097690941385435,101.56975115672387,577.2536042181638,0.17595342915925252,,,,,,,,,,,,,0.0,,187.30424339956994,0.0,y,6,n,8.0,0.0,21.0,0.0,525.0,0.0,75.0,800.0,6300.0,10.0,152.38095238095238,0.0065625,6.0,0.0,28.0,3562.5,593.75,0.0058947368421052,0.0,7275.0,0.4896907216494845,7.0,175.0,0.5,350.0,325.0,4.0,3,175.0,650.0,412.5,400.0,900.0,650.0,2.0,Yes,1,0.0,1,6.0,6.0,7.0,650.0,5.0,175.0,650.0,175.0,412.5,7.0,650.0,5.0,175.0,650.0,175.0,412.5,0.0,7.0,650.0,5.0,175.0,650.0,175.0,412.5,6.0,19.75698587127159,,0.9684796995721368,43.03233908948195,,0.9984301412872842,0.5097690941385435,0.4994271649684192,6.0,0.6,3677.652941747646,0.0,0.4182763456789552,721.7352467290509,0.0,287.0,0.0,124.66666666666667,,3345.0,6.0,1.009865470852018,7.799402092675635,0.0,1.0,3.0,SE
750,DD4,DD,20210502,6.0,b,DSC_1056.JPG,4,28,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,y,6,n,8.0,0.0,21.0,0.0,525.0,0.0,75.0,800.0,6300.0,10.0,152.38095238095238,0.0065625,6.0,0.0,28.0,3562.5,593.75,0.0058947368421052,0.0,7275.0,0.4896907216494845,7.0,175.0,0.5,350.0,325.0,4.0,3,175.0,650.0,412.5,400.0,900.0,650.0,2.0,Yes,1,0.0,1,6.0,6.0,7.0,650.0,5.0,175.0,650.0,175.0,412.5,7.0,650.0,5.0,175.0,650.0,175.0,412.5,0.0,7.0,650.0,5.0,175.0,650.0,175.0,412.5,6.0,19.75698587127159,,0.9684796995721368,43.03233908948195,,0.9984301412872842,,0.4994271649684192,6.0,0.6,3677.652941747646,0.0,0.4182763456789552,721.7352467290509,0.0,287.0,0.0,124.66666666666667,,3345.0,,,7.799402092675635,0.0,1.0,3.0,SE
751,DD4,DD,20210502,7.0,a,DSC_1047.JPG,4,28,1.0,287.0,131.0,48.0,3.247723704866562,601.0,40.66420722135008,197.0,13.329199372056516,288.0,19.486342229199373,0.4792013311148086,108.26735641578304,666.5657830440474,0.16242561375015646,,,,,,,,,,,,,0.0,,140.42095756452557,0.0,y,7,n,9.0,0.0,26.0,0.0,650.0,0.0,76.0,900.0,6300.0,10.0,138.46153846153845,0.0072222222222222,6.0,0.0,28.0,3562.5,593.75,0.007298245614035,0.0,7275.0,0.4896907216494845,7.0,175.0,0.3684210526315789,475.0,200.0,3.0,3,525.0,725.0,625.0,800.0,1300.0,1050.0,2.0,Yes,1,0.0,0,7.0,7.0,8.0,725.0,6.0,525.0,725.0,525.0,625.0,8.0,725.0,6.0,525.0,725.0,525.0,625.0,0.0,8.0,725.0,6.0,525.0,725.0,525.0,625.0,6.0,19.75698587127159,,0.9684796995721368,43.03233908948195,,0.9984301412872842,0.4792013311148086,0.4994271649684192,6.0,0.6,3677.652941747646,0.0,0.4182763456789552,721.7352467290509,0.0,287.0,0.0,124.66666666666667,,3345.0,7.0,1.257698056801196,7.799402092675635,0.0,1.0,3.0,SE
752,DD4,DD,20210502,7.0,b,DSC_1048.JPG,4,28,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,y,7,n,9.0,0.0,26.0,0.0,650.0,0.0,76.0,900.0,6300.0,10.0,138.46153846153845,0.0072222222222222,6.0,0.0,28.0,3562.5,593.75,0.007298245614035,0.0,7275.0,0.4896907216494845,7.0,175.0,0.3684210526315789,475.0,200.0,3.0,3,525.0,725.0,625.0,800.0,1300.0,1050.0,2.0,Yes,1,0.0,0,7.0,7.0,8.0,725.0,6.0,525.0,725.0,525.0,625.0,8.0,725.0,6.0,525.0,725.0,525.0,625.0,0.0,8.0,725.0,6.0,525.0,725.0,525.0,625.0,6.0,19.75698587127159,,0.9684796995721368,43.03233908948195,,0.9984301412872842,,0.4994271649684192,6.0,0.6,3677.652941747646,0.0,0.4182763456789552,721.7352467290509,0.0,287.0,0.0,124.66666666666667,,3345.0,,,7.799402092675635,0.0,1.0,3.0,SE
753,DD4,DD,20210502,8.0,a,DSC_1049.JPG,4,28,1.0,300.0,136.0,57.0,3.8566718995290428,630.0,42.62637362637363,151.0,10.21679748822606,288.0,19.486342229199373,0.45714285714285713,113.91920507296663,732.8368938484707,0.1554496041741613,,,,,,,,,,,,,0.0,,136.0855926894369,0.0,y,8,n,13.0,0.0,29.0,0.0,725.0,0.0,77.0,1300.0,6300.0,10.0,179.31034482758622,0.005576923076923,6.0,0.0,28.0,3562.5,593.75,0.0081403508771929,0.0,7275.0,0.4896907216494845,7.0,175.0,0.3181818181818182,550.0,125.0,2.0,3,650.0,750.0,700.0,900.0,1300.0,1100.0,2.0,Yes,1,0.0,0,8.0,8.0,9.0,750.0,7.0,650.0,750.0,650.0,700.0,9.0,750.0,7.0,650.0,750.0,650.0,700.0,0.0,9.0,750.0,7.0,650.0,750.0,650.0,700.0,6.0,19.75698587127159,,0.9684796995721368,43.03233908948195,,0.9984301412872842,0.45714285714285713,0.4994271649684192,6.0,0.6,3677.652941747646,0.0,0.4182763456789552,721.7352467290509,0.0,287.0,0.0,124.66666666666667,,3345.0,8.0,1.506726457399103,7.799402092675635,0.0,1.0,3.0,SE
754,DD4,DD,20210502,8.0,b,DSC_1050.JPG,4,28,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,y,8,n,13.0,0.0,29.0,0.0,725.0,0.0,77.0,1300.0,6300.0,10.0,179.31034482758622,0.005576923076923,6.0,0.0,28.0,3562.5,593.75,0.0081403508771929,0.0,7275.0,0.4896907216494845,7.0,175.0,0.3181818181818182,550.0,125.0,2.0,3,650.0,750.0,700.0,900.0,1300.0,1100.0,2.0,Yes,1,0.0,0,8.0,8.0,9.0,750.0,7.0,650.0,750.0,650.0,700.0,9.0,750.0,7.0,650.0,750.0,650.0,700.0,0.0,9.0,750.0,7.0,650.0,750.0,650.0,700.0,6.0,19.75698587127159,,0.9684796995721368,43.03233908948195,,0.9984301412872842,,0.4994271649684192,6.0,0.6,3677.652941747646,0.0,0.4182763456789552,721.7352467290509,0.0,287.0,0.0,124.66666666666667,,3345.0,,,7.799402092675635,0.0,1.0,3.0,SE
755,DD4,DD,20210502,9.0,a,DSC_1051.JPG,4,28,1.0,302.0,137.0,56.0,3.7890109890109893,636.0,43.03233908948195,226.0,15.291365777080065,289.0,19.554003139717427,0.45440251572327045,116.90026871787511,753.2776585446402,0.15518881702097825,,,,,,,,,,,,,0.0,,119.40336501802756,0.0,y,9,n,13.0,0.0,30.0,0.0,750.0,0.0,78.0,1300.0,6300.0,10.0,173.33333333333334,0.0057692307692307,6.0,0.0,28.0,3562.5,593.75,0.0084210526315789,0.0,7275.0,0.4896907216494845,5.0,125.0,0.2,625.0,100.0,1.0,3,725.0,737.5,731.25,1300.0,1400.0,1350.0,2.0,Yes,1,0.0,0,9.0,9.0,10.0,737.5,8.0,725.0,737.5,725.0,731.25,10.0,737.5,8.0,725.0,737.5,725.0,731.25,0.0,10.0,737.5,8.0,725.0,737.5,725.0,731.25,6.0,19.75698587127159,,0.9684796995721368,43.03233908948195,,0.9984301412872842,0.45440251572327045,0.4994271649684192,6.0,0.6,3677.652941747646,0.0,0.4182763456789552,721.7352467290509,0.0,287.0,0.0,124.66666666666667,,3345.0,9.0,1.7112107623318387,7.799402092675635,0.0,1.0,3.0,SE
756,DD4,DD,20210502,9.0,b,DSC_1052.JPG,4,28,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,y,9,n,13.0,0.0,30.0,0.0,750.0,0.0,78.0,1300.0,6300.0,10.0,173.33333333333334,0.0057692307692307,6.0,0.0,28.0,3562.5,593.75,0.0084210526315789,0.0,7275.0,0.4896907216494845,5.0,125.0,0.2,625.0,100.0,1.0,3,725.0,737.5,731.25,1300.0,1400.0,1350.0,2.0,Yes,1,0.0,0,9.0,9.0,10.0,737.5,8.0,725.0,737.5,725.0,731.25,10.0,737.5,8.0,725.0,737.5,725.0,731.25,0.0,10.0,737.5,8.0,725.0,737.5,725.0,731.25,6.0,19.75698587127159,,0.9684796995721368,43.03233908948195,,0.9984301412872842,,0.4994271649684192,6.0,0.6,3677.652941747646,0.0,0.4182763456789552,721.7352467290509,0.0,287.0,0.0,124.66666666666667,,3345.0,,,7.799402092675635,0.0,1.0,3.0,SE
757,DD4,DD,20210502,10.0,a,DSC_1053.JPG,4,28,1.0,300.0,138.0,48.0,3.247723704866562,633.0,42.82935635792779,276.0,18.674411302982733,292.0,19.75698587127159,0.4612954186413902,115.79447652458958,753.6393204507987,0.1536470741140811,,,,,,,,,,,,,0.0,,122.30581626491926,0.0,y,10,n,14.0,0.0,29.5,0.0,737.5,0.0,79.0,1400.0,6300.0,10.0,189.83050847457628,0.0052678571428571,6.0,0.0,28.0,3562.5,593.75,0.0082807017543859,0.0,7275.0,0.4896907216494845,4.5,112.5,0.18,625.0,112.5,0.0,3,750.0,,750.0,1300.0,,1300.0,2.0,Yes,1,0.0,0,10.0,10.0,,,9.0,750.0,750.0,750.0,750.0,,,9.0,750.0,750.0,750.0,750.0,0.0,,,9.0,750.0,750.0,750.0,750.0,6.0,19.75698587127159,,0.9684796995721368,43.03233908948195,,0.9984301412872842,0.4612954186413902,0.4994271649684192,6.0,0.6,3677.652941747646,0.0,0.4182763456789552,721.7352467290509,0.0,287.0,0.0,124.66666666666667,,3345.0,10.0,1.8923766816143497,7.799402092675635,0.0,1.0,3.0,SE
758,DD4,DD,20210502,10.0,b,DSC_1054.JPG,4,28,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,y,10,n,14.0,0.0,29.5,0.0,737.5,0.0,79.0,1400.0,6300.0,10.0,189.83050847457628,0.0052678571428571,6.0,0.0,28.0,3562.5,593.75,0.0082807017543859,0.0,7275.0,0.4896907216494845,4.5,112.5,0.18,625.0,112.5,0.0,3,750.0,,750.0,1300.0,,1300.0,2.0,Yes,1,0.0,0,10.0,10.0,,,9.0,750.0,750.0,750.0,750.0,,,9.0,750.0,750.0,750.0,750.0,0.0,,,9.0,750.0,750.0,750.0,750.0,6.0,19.75698587127159,,0.9684796995721368,43.03233908948195,,0.9984301412872842,,0.4994271649684192,6.0,0.6,3677.652941747646,0.0,0.4182763456789552,721.7352467290509,0.0,287.0,0.0,124.66666666666667,,3345.0,,,7.799402092675635,0.0,1.0,3.0,SE
759,DD4,DD,20210508,1.0,a,DSC_1298.JPG,5,34,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,y,1,n,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,7900.0,10.0,0.0,0.0,8.0,57.0,0.0,4615.0,576.875,0.0,6212.5,7275.0,0.6343642611683848,0.0,0.0,0.0,0.0,850.0,9.0,3,,0.0,0.0,,0.0,0.0,0.0,No,0,0.0,0,1.0,1.0,2.0,0.0,,,,,0.0,2.0,0.0,,,,,0.0,0.0,2.0,0.0,,,,,0.0,6.0,19.75698587127159,,0.9684796995721368,43.1,,1.0,,0.6773956510101831,8.0,0.8,4741.712627652681,0.0,0.5392967366876713,1064.0596859050345,0.0,284.875,0.0,116.25,,4055.0,,,7.276202219482121,0.0,1.0,3.0,SE
760,DD4,DD,20210508,1.0,b,DSC_1299.JPG,5,34,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,y,1,n,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,7900.0,10.0,0.0,0.0,8.0,57.0,0.0,4615.0,576.875,0.0,6212.5,7275.0,0.6343642611683848,0.0,0.0,0.0,0.0,850.0,9.0,3,,0.0,0.0,,0.0,0.0,0.0,No,0,0.0,0,1.0,1.0,2.0,0.0,,,,,0.0,2.0,0.0,,,,,0.0,0.0,2.0,0.0,,,,,0.0,6.0,19.75698587127159,,0.9684796995721368,43.1,,1.0,,0.6773956510101831,8.0,0.8,4741.712627652681,0.0,0.5392967366876713,1064.0596859050345,0.0,284.875,0.0,116.25,,4055.0,,,7.276202219482121,0.0,1.0,3.0,SE
761,DD4,DD,20210508,2.0,a,DSC_1300.JPG,5,34,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,y,2,n,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,7900.0,10.0,0.0,0.0,8.0,43.0,0.0,4615.0,576.875,0.0,5787.5,7275.0,0.6343642611683848,0.0,0.0,0.0,0.0,850.0,8.0,3,0.0,2.5,1.25,0.0,100.0,50.0,1.0,No,0,0.0,1,2.0,2.0,3.0,2.5,1.0,0.0,2.5,0.0,1.25,3.0,2.5,1.0,0.0,2.5,0.0,1.25,0.0,3.0,2.5,1.0,0.0,2.5,0.0,1.25,6.0,19.75698587127159,,0.9684796995721368,43.1,,1.0,,0.6773956510101831,8.0,0.8,4741.712627652681,0.0,0.5392967366876713,1064.0596859050345,0.0,284.875,0.0,116.25,,4055.0,,,7.276202219482121,0.0,1.0,3.0,SE
762,DD4,DD,20210508,2.0,b,DSC_1301.JPG,5,34,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,y,2,n,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,7900.0,10.0,0.0,0.0,8.0,43.0,0.0,4615.0,576.875,0.0,5787.5,7275.0,0.6343642611683848,0.0,0.0,0.0,0.0,850.0,8.0,3,0.0,2.5,1.25,0.0,100.0,50.0,1.0,No,0,0.0,1,2.0,2.0,3.0,2.5,1.0,0.0,2.5,0.0,1.25,3.0,2.5,1.0,0.0,2.5,0.0,1.25,0.0,3.0,2.5,1.0,0.0,2.5,0.0,1.25,6.0,19.75698587127159,,0.9684796995721368,43.1,,1.0,,0.6773956510101831,8.0,0.8,4741.712627652681,0.0,0.5392967366876713,1064.0596859050345,0.0,284.875,0.0,116.25,,4055.0,,,7.276202219482121,0.0,1.0,3.0,SE
763,DD4,DD,20210508,3.0,a,DSC_1302.JPG,5,34,1.0,216.0,19.0,22.0,1.4885400313971744,7.0,0.47362637362637366,217.0,14.682417582417584,14.0,0.9472527472527473,2.0,2.174766137854458,0.3067259204128458,7.090258739552479,,,,,,,,,,,,,0.0,,0.3067259204128458,0.0,y,3,n,1.0,0.0,0.1,0.0,2.5,0.0,72.0,100.0,7900.0,10.0,4000.0,0.00025,8.0,28.0,6.0,4615.0,576.875,2.1668472372697727e-05,3562.5,7275.0,0.6343642611683848,0.1,2.5,10.0,0.0,847.5,7.0,3,0.0,162.5,81.25,0.0,400.0,200.0,1.0,No,0,1.0,1,3.0,3.0,4.0,162.5,2.0,0.0,162.5,0.0,81.25,4.0,162.5,2.0,0.0,162.5,0.0,81.25,0.0,4.0,162.5,2.0,0.0,162.5,0.0,81.25,6.0,19.75698587127159,,0.9684796995721368,43.1,,1.0,2.0,0.6773956510101831,8.0,0.8,4741.712627652681,0.0,0.5392967366876713,1064.0596859050345,0.0,284.875,0.0,116.25,,4055.0,3.0,0.005178791615289766,7.276202219482121,0.0,1.0,3.0,SE
764,DD4,DD,20210508,3.0,b,DSC_1303.JPG,5,34,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,y,3,n,1.0,0.0,0.1,0.0,2.5,0.0,72.0,100.0,7900.0,10.0,4000.0,0.00025,8.0,28.0,6.0,4615.0,576.875,2.1668472372697727e-05,3562.5,7275.0,0.6343642611683848,0.1,2.5,10.0,0.0,847.5,7.0,3,0.0,162.5,81.25,0.0,400.0,200.0,1.0,No,0,1.0,1,3.0,3.0,4.0,162.5,2.0,0.0,162.5,0.0,81.25,4.0,162.5,2.0,0.0,162.5,0.0,81.25,0.0,4.0,162.5,2.0,0.0,162.5,0.0,81.25,6.0,19.75698587127159,,0.9684796995721368,43.1,,1.0,,0.6773956510101831,8.0,0.8,4741.712627652681,0.0,0.5392967366876713,1064.0596859050345,0.0,284.875,0.0,116.25,,4055.0,,,7.276202219482121,0.0,1.0,3.0,SE
765,DD4,DD,20210508,4.0,a,DSC_1304.JPG,5,34,1.0,225.0,83.0,68.0,4.60094191522763,290.0,19.62166405023548,221.0,14.953061224489797,188.0,12.720251177394037,0.6482758620689656,55.78240761109387,197.83364066747342,0.2819662390222861,,,,,,,,,,,,,0.0,,197.83364066747342,0.0,y,4,n,4.0,0.0,6.5,0.0,162.5,0.0,73.0,400.0,7900.0,10.0,246.15384615384616,0.0040625,8.0,28.0,6.0,4615.0,576.875,0.0014084507042253,3562.5,7275.0,0.6343642611683848,6.5,162.5,10.0,0.0,687.5,6.0,3,2.5,537.5,270.0,100.0,1000.0,550.0,2.0,Yes,1,0.0,1,4.0,4.0,5.0,537.5,3.0,2.5,537.5,2.5,270.0,5.0,537.5,3.0,2.5,537.5,2.5,270.0,0.0,5.0,537.5,3.0,2.5,537.5,2.5,270.0,6.0,19.75698587127159,,0.9684796995721368,43.1,,1.0,0.6482758620689656,0.6773956510101831,8.0,0.8,4741.712627652681,0.0,0.5392967366876713,1064.0596859050345,0.0,284.875,0.0,116.25,,4055.0,4.0,0.28606658446362515,7.276202219482121,0.0,1.0,3.0,SE
